event_id,equipment_id,ts,event_type,subtype,severity,value,details
EV_E0112_1748252700000000000,E0112,2025-05-26T15:15:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0112_1747812780000000000,E0112,2025-05-21T13:03:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0112_1747735320000000000,E0112,2025-05-20T15:32:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0112_1750323720000000000,E0112,2025-06-19T14:32:00+05:30,MAINTENANCE,BREAKDOWN,,1416.13,Reactive fix
EV_E0112_1749648780000000000,E0112,2025-06-11T19:03:00+05:30,ANOMALY,EXCESS_IDLE,LOW,4.4,Idle hours spike beyond threshold
EV_E0112_1751350320000000000,E0112,2025-07-01T11:42:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,26.3,Fuel usage unusually high vs baseline
EV_E0112_1750607640000000000,E0112,2025-06-22T21:24:00+05:30,ANOMALY,FUEL_SPIKE,LOW,25.1,Fuel usage unusually high vs baseline
EV_E0112_1752803400000000000,E0112,2025-07-18T07:20:00+05:30,ANOMALY,GPS_DRIFT,LOW,7.5,GPS drift beyond geofence
EV_E0112_1752991140000000000,E0112,2025-07-20T11:29:00+05:30,ANOMALY,EXCESS_IDLE,LOW,2.9,Idle hours spike beyond threshold
EV_E0112_1747961940000000000,E0112,2025-05-23T06:29:00+05:30,ANOMALY,GPS_DRIFT,LOW,6.9,GPS drift beyond geofence
EV_E0108_1749728760000000000,E0108,2025-06-12T17:16:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0108_1746964560000000000,E0108,2025-05-11T17:26:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0108_1752377640000000000,E0108,2025-07-13T09:04:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0108_1748151120000000000,E0108,2025-05-25T11:02:00+05:30,MAINTENANCE,PREVENTIVE,,2788.7,Scheduled PM
EV_E0108_1750844700000000000,E0108,2025-06-25T15:15:00+05:30,ANOMALY,GPS_DRIFT,HIGH,5.0,GPS drift beyond geofence
EV_E0108_1748233020000000000,E0108,2025-05-26T09:47:00+05:30,ANOMALY,FUEL_SPIKE,LOW,28.3,Fuel usage unusually high vs baseline
EV_E0108_1753359720000000000,E0108,2025-07-24T17:52:00+05:30,ANOMALY,EXCESS_IDLE,LOW,3.1,Idle hours spike beyond threshold
EV_E0108_1753279680000000000,E0108,2025-07-23T19:38:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,26.0,Fuel usage unusually high vs baseline
EV_E0108_1752845940000000000,E0108,2025-07-18T19:09:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,35.7,Fuel usage unusually high vs baseline
EV_E0108_1752939120000000000,E0108,2025-07-19T21:02:00+05:30,ANOMALY,FUEL_SPIKE,LOW,33.3,Fuel usage unusually high vs baseline
EV_E0108_1747205880000000000,E0108,2025-05-14T12:28:00+05:30,ANOMALY,EXCESS_IDLE,LOW,6.6,Idle hours spike beyond threshold
EV_E0092_1749045600000000000,E0092,2025-06-04T19:30:00+05:30,FUEL,LOW_FUEL,,13.8,Low fuel threshold crossed
EV_E0092_1746077340000000000,E0092,2025-05-01T10:59:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0092_1750763760000000000,E0092,2025-06-24T16:46:00+05:30,FUEL,LOW_FUEL,,20.7,Low fuel threshold crossed
EV_E0092_1746170100000000000,E0092,2025-05-02T12:45:00+05:30,MAINTENANCE,BREAKDOWN,,2412.37,Reactive fix
EV_E0092_1752475320000000000,E0092,2025-07-14T12:12:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,4.3,Idle hours spike beyond threshold
EV_E0092_1752143460000000000,E0092,2025-07-10T16:01:00+05:30,ANOMALY,EXCESS_IDLE,LOW,2.9,Idle hours spike beyond threshold
EV_E0092_1753109640000000000,E0092,2025-07-21T20:24:00+05:30,ANOMALY,RAPID_DRAIN,LOW,8.2,Possible leak or theft detected
EV_E0092_1749372000000000000,E0092,2025-06-08T14:10:00+05:30,ANOMALY,RAPID_DRAIN,LOW,9.7,Possible leak or theft detected
EV_E0092_1749116400000000000,E0092,2025-06-05T15:10:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,5.3,Idle hours spike beyond threshold
EV_E0092_1749489300000000000,E0092,2025-06-09T22:45:00+05:30,ANOMALY,RAPID_DRAIN,LOW,11.5,Possible leak or theft detected
EV_E0092_1749189000000000000,E0092,2025-06-06T11:20:00+05:30,ANOMALY,FUEL_SPIKE,HIGH,26.6,Fuel usage unusually high vs baseline
EV_E0092_1748865660000000000,E0092,2025-06-02T17:31:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,2.7,Idle hours spike beyond threshold
EV_E0092_1753284780000000000,E0092,2025-07-23T21:03:00+05:30,ANOMALY,RAPID_DRAIN,MEDIUM,14.3,Possible leak or theft detected
EV_E0129_1753070640000000000,E0129,2025-07-21T09:34:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0129_1749272940000000000,E0129,2025-06-07T10:39:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0129_1750757040000000000,E0129,2025-06-24T14:54:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0129_1753683660000000000,E0129,2025-07-28T11:51:00+05:30,MAINTENANCE,BREAKDOWN,,3482.85,Reactive fix
EV_E0129_1747635060000000000,E0129,2025-05-19T11:41:00+05:30,ANOMALY,EXCESS_IDLE,LOW,2.1,Idle hours spike beyond threshold
EV_E0129_1751511120000000000,E0129,2025-07-03T08:22:00+05:30,ANOMALY,GPS_DRIFT,MEDIUM,9.0,GPS drift beyond geofence
EV_E0129_1747923840000000000,E0129,2025-05-22T19:54:00+05:30,ANOMALY,FUEL_SPIKE,HIGH,20.8,Fuel usage unusually high vs baseline
EV_E0129_1748844120000000000,E0129,2025-06-02T11:32:00+05:30,ANOMALY,EXCESS_IDLE,HIGH,5.8,Idle hours spike beyond threshold
EV_E0129_1750406520000000000,E0129,2025-06-20T13:32:00+05:30,ANOMALY,RAPID_DRAIN,MEDIUM,8.3,Possible leak or theft detected
EV_E0129_1746522480000000000,E0129,2025-05-06T14:38:00+05:30,ANOMALY,FUEL_SPIKE,LOW,17.4,Fuel usage unusually high vs baseline
EV_E0118_1747481100000000000,E0118,2025-05-17T16:55:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0118_1752666180000000000,E0118,2025-07-16T17:13:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0118_1748503200000000000,E0118,2025-05-29T12:50:00+05:30,FUEL,REFUEL,,18.8,Auto-logged fuel transaction
EV_E0118_1747563600000000000,E0118,2025-05-18T15:50:00+05:30,MAINTENANCE,BREAKDOWN,,2267.8,Reactive fix
EV_E0118_1752109080000000000,E0118,2025-07-10T06:28:00+05:30,ANOMALY,EXCESS_IDLE,LOW,3.7,Idle hours spike beyond threshold
EV_E0118_1749173700000000000,E0118,2025-06-06T07:05:00+05:30,ANOMALY,FUEL_SPIKE,LOW,26.1,Fuel usage unusually high vs baseline
EV_E0118_1747122060000000000,E0118,2025-05-13T13:11:00+05:30,ANOMALY,RAPID_DRAIN,LOW,11.6,Possible leak or theft detected
EV_E0118_1750088820000000000,E0118,2025-06-16T21:17:00+05:30,ANOMALY,FUEL_SPIKE,HIGH,14.8,Fuel usage unusually high vs baseline
EV_E0060_1747398600000000000,E0060,2025-05-16T18:00:00+05:30,FUEL,LOW_FUEL,,13.7,Low fuel threshold crossed
EV_E0060_1746505920000000000,E0060,2025-05-06T10:02:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0060_1749957180000000000,E0060,2025-06-15T08:43:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0060_1750224600000000000,E0060,2025-06-18T11:00:00+05:30,MAINTENANCE,OIL_CHANGE,,3469.7,Reactive fix
EV_E0060_1746201000000000000,E0060,2025-05-02T21:20:00+05:30,ANOMALY,FUEL_SPIKE,HIGH,37.0,Fuel usage unusually high vs baseline
EV_E0060_1747312260000000000,E0060,2025-05-15T18:01:00+05:30,ANOMALY,EXCESS_IDLE,HIGH,3.8,Idle hours spike beyond threshold
EV_E0060_1752462060000000000,E0060,2025-07-14T08:31:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,22.7,Fuel usage unusually high vs baseline
EV_E0060_1748144580000000000,E0060,2025-05-25T09:13:00+05:30,ANOMALY,GPS_DRIFT,MEDIUM,5.4,GPS drift beyond geofence
EV_E0060_1753020600000000000,E0060,2025-07-20T19:40:00+05:30,ANOMALY,RAPID_DRAIN,MEDIUM,12.6,Possible leak or theft detected
EV_E0060_1753721940000000000,E0060,2025-07-28T22:29:00+05:30,ANOMALY,EXCESS_IDLE,HIGH,4.4,Idle hours spike beyond threshold
EV_E0060_1748916960000000000,E0060,2025-06-03T07:46:00+05:30,ANOMALY,EXCESS_IDLE,LOW,3.1,Idle hours spike beyond threshold
EV_E0060_1753525380000000000,E0060,2025-07-26T15:53:00+05:30,ANOMALY,FUEL_SPIKE,LOW,16.8,Fuel usage unusually high vs baseline
EV_E0055_1746410460000000000,E0055,2025-05-05T07:31:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0055_1746509760000000000,E0055,2025-05-06T11:06:00+05:30,FUEL,REFUEL,,5.7,Auto-logged fuel transaction
EV_E0055_1749789120000000000,E0055,2025-06-13T10:02:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0055_1750761840000000000,E0055,2025-06-24T16:14:00+05:30,MAINTENANCE,OIL_CHANGE,,2645.2,Reactive fix
EV_E0055_1753351020000000000,E0055,2025-07-24T15:27:00+05:30,ANOMALY,EXCESS_IDLE,LOW,3.1,Idle hours spike beyond threshold
EV_E0055_1748618580000000000,E0055,2025-05-30T20:53:00+05:30,ANOMALY,FUEL_SPIKE,LOW,14.9,Fuel usage unusually high vs baseline
EV_E0055_1747740600000000000,E0055,2025-05-20T17:00:00+05:30,ANOMALY,EXCESS_IDLE,LOW,3.2,Idle hours spike beyond threshold
EV_E0055_1746795660000000000,E0055,2025-05-09T18:31:00+05:30,ANOMALY,FUEL_SPIKE,LOW,43.5,Fuel usage unusually high vs baseline
EV_E0055_1749288480000000000,E0055,2025-06-07T14:58:00+05:30,ANOMALY,EXCESS_IDLE,LOW,4.5,Idle hours spike beyond threshold
EV_E0055_1752367500000000000,E0055,2025-07-13T06:15:00+05:30,ANOMALY,FUEL_SPIKE,LOW,27.2,Fuel usage unusually high vs baseline
EV_E0050_1746757920000000000,E0050,2025-05-09T08:02:00+05:30,FUEL,REFUEL,,7.9,Auto-logged fuel transaction
EV_E0050_1747902120000000000,E0050,2025-05-22T13:52:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0050_1749028080000000000,E0050,2025-06-04T14:38:00+05:30,FUEL,LOW_FUEL,,17.2,Low fuel threshold crossed
EV_E0050_1750997640000000000,E0050,2025-06-27T09:44:00+05:30,MAINTENANCE,OIL_CHANGE,,3397.91,Reactive fix
EV_E0050_1752634740000000000,E0050,2025-07-16T08:29:00+05:30,ANOMALY,EXCESS_IDLE,LOW,4.0,Idle hours spike beyond threshold
EV_E0050_1748622720000000000,E0050,2025-05-30T22:02:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,5.1,Idle hours spike beyond threshold
EV_E0050_1753079520000000000,E0050,2025-07-21T12:02:00+05:30,ANOMALY,FUEL_SPIKE,LOW,25.0,Fuel usage unusually high vs baseline
EV_E0050_1749262740000000000,E0050,2025-06-07T07:49:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,36.0,Fuel usage unusually high vs baseline
EV_E0050_1746856740000000000,E0050,2025-05-10T11:29:00+05:30,ANOMALY,FUEL_SPIKE,LOW,26.6,Fuel usage unusually high vs baseline
EV_E0050_1751359740000000000,E0050,2025-07-01T14:19:00+05:30,ANOMALY,EXCESS_IDLE,LOW,2.7,Idle hours spike beyond threshold
EV_E0050_1749212520000000000,E0050,2025-06-06T17:52:00+05:30,ANOMALY,FUEL_SPIKE,HIGH,29.5,Fuel usage unusually high vs baseline
EV_E0050_1748660340000000000,E0050,2025-05-31T08:29:00+05:30,ANOMALY,RAPID_DRAIN,MEDIUM,11.9,Possible leak or theft detected
EV_E0006_1751453100000000000,E0006,2025-07-02T16:15:00+05:30,FUEL,REFUEL,,7.1,Auto-logged fuel transaction
EV_E0006_1748829420000000000,E0006,2025-06-02T07:27:00+05:30,FUEL,REFUEL,,5.4,Auto-logged fuel transaction
EV_E0006_1746355800000000000,E0006,2025-05-04T16:20:00+05:30,FUEL,REFUEL,,9.2,Auto-logged fuel transaction
EV_E0006_1751013960000000000,E0006,2025-06-27T14:16:00+05:30,MAINTENANCE,BREAKDOWN,,2759.74,Reactive fix
EV_E0006_1753508700000000000,E0006,2025-07-26T11:15:00+05:30,ANOMALY,RAPID_DRAIN,LOW,12.2,Possible leak or theft detected
EV_E0006_1752067380000000000,E0006,2025-07-09T18:53:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,4.0,Idle hours spike beyond threshold
EV_E0006_1753203420000000000,E0006,2025-07-22T22:27:00+05:30,ANOMALY,RAPID_DRAIN,LOW,12.3,Possible leak or theft detected
EV_E0006_1746161100000000000,E0006,2025-05-02T10:15:00+05:30,ANOMALY,RAPID_DRAIN,MEDIUM,11.1,Possible leak or theft detected
EV_E0006_1747998240000000000,E0006,2025-05-23T16:34:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,20.1,Fuel usage unusually high vs baseline
EV_E0006_1749703620000000000,E0006,2025-06-12T10:17:00+05:30,ANOMALY,GPS_DRIFT,LOW,11.0,GPS drift beyond geofence
EV_E0006_1749394440000000000,E0006,2025-06-08T20:24:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,22.0,Fuel usage unusually high vs baseline
EV_E0038_1747979040000000000,E0038,2025-05-23T11:14:00+05:30,FUEL,LOW_FUEL,,10.0,Low fuel threshold crossed
EV_E0038_1746446160000000000,E0038,2025-05-05T17:26:00+05:30,FUEL,REFUEL,,7.2,Auto-logged fuel transaction
EV_E0038_1748342880000000000,E0038,2025-05-27T16:18:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0038_1749038520000000000,E0038,2025-06-04T17:32:00+05:30,MAINTENANCE,PREVENTIVE,,4061.51,Scheduled PM
EV_E0038_1750389420000000000,E0038,2025-06-20T08:47:00+05:30,ANOMALY,EXCESS_IDLE,HIGH,5.0,Idle hours spike beyond threshold
EV_E0038_1749221880000000000,E0038,2025-06-06T20:28:00+05:30,ANOMALY,GPS_DRIFT,MEDIUM,7.8,GPS drift beyond geofence
EV_E0038_1752244500000000000,E0038,2025-07-11T20:05:00+05:30,ANOMALY,FUEL_SPIKE,LOW,24.3,Fuel usage unusually high vs baseline
EV_E0038_1752469380000000000,E0038,2025-07-14T10:33:00+05:30,ANOMALY,EXCESS_IDLE,LOW,5.6,Idle hours spike beyond threshold
EV_E0038_1749790500000000000,E0038,2025-06-13T10:25:00+05:30,ANOMALY,GPS_DRIFT,LOW,7.4,GPS drift beyond geofence
EV_E0038_1748186460000000000,E0038,2025-05-25T20:51:00+05:30,ANOMALY,EXCESS_IDLE,LOW,6.1,Idle hours spike beyond threshold
EV_E0038_1747831320000000000,E0038,2025-05-21T18:12:00+05:30,ANOMALY,FUEL_SPIKE,HIGH,23.8,Fuel usage unusually high vs baseline
EV_E0038_1749735600000000000,E0038,2025-06-12T19:10:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,10.0,Fuel usage unusually high vs baseline
EV_E0038_1752559980000000000,E0038,2025-07-15T11:43:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,4.3,Idle hours spike beyond threshold
EV_E0134_1752483960000000000,E0134,2025-07-14T14:36:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0134_1749531420000000000,E0134,2025-06-10T10:27:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0134_1746591300000000000,E0134,2025-05-07T09:45:00+05:30,FUEL,LOW_FUEL,,16.0,Low fuel threshold crossed
EV_E0134_1747213320000000000,E0134,2025-05-14T14:32:00+05:30,MAINTENANCE,PREVENTIVE,,2638.38,Scheduled PM
EV_E0134_1749271440000000000,E0134,2025-06-07T10:14:00+05:30,ANOMALY,EXCESS_IDLE,HIGH,5.2,Idle hours spike beyond threshold
EV_E0134_1753597620000000000,E0134,2025-07-27T11:57:00+05:30,ANOMALY,EXCESS_IDLE,LOW,1.6,Idle hours spike beyond threshold
EV_E0134_1752042960000000000,E0134,2025-07-09T12:06:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,6.2,Idle hours spike beyond threshold
EV_E0134_1753412580000000000,E0134,2025-07-25T08:33:00+05:30,ANOMALY,FUEL_SPIKE,LOW,20.7,Fuel usage unusually high vs baseline
EV_E0134_1746367020000000000,E0134,2025-05-04T19:27:00+05:30,ANOMALY,RAPID_DRAIN,LOW,7.0,Possible leak or theft detected
EV_E0134_1747628880000000000,E0134,2025-05-19T09:58:00+05:30,ANOMALY,FUEL_SPIKE,LOW,30.1,Fuel usage unusually high vs baseline
EV_E0134_1748504460000000000,E0134,2025-05-29T13:11:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,3.7,Idle hours spike beyond threshold
EV_E0134_1749014880000000000,E0134,2025-06-04T10:58:00+05:30,ANOMALY,RAPID_DRAIN,MEDIUM,14.1,Possible leak or theft detected
EV_E0134_1753065960000000000,E0134,2025-07-21T08:16:00+05:30,ANOMALY,EXCESS_IDLE,HIGH,2.9,Idle hours spike beyond threshold
EV_E0018_1751779500000000000,E0018,2025-07-06T10:55:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0018_1751630220000000000,E0018,2025-07-04T17:27:00+05:30,FUEL,LOW_FUEL,,10.0,Low fuel threshold crossed
EV_E0018_1751701680000000000,E0018,2025-07-05T13:18:00+05:30,FUEL,LOW_FUEL,,13.7,Low fuel threshold crossed
EV_E0018_1751446020000000000,E0018,2025-07-02T14:17:00+05:30,MAINTENANCE,PREVENTIVE,,2637.78,Scheduled PM
EV_E0018_1749694020000000000,E0018,2025-06-12T07:37:00+05:30,ANOMALY,EXCESS_IDLE,LOW,4.3,Idle hours spike beyond threshold
EV_E0018_1752642240000000000,E0018,2025-07-16T10:34:00+05:30,ANOMALY,GPS_DRIFT,LOW,11.1,GPS drift beyond geofence
EV_E0018_1748874120000000000,E0018,2025-06-02T19:52:00+05:30,ANOMALY,RAPID_DRAIN,LOW,10.7,Possible leak or theft detected
EV_E0018_1747738140000000000,E0018,2025-05-20T16:19:00+05:30,ANOMALY,RAPID_DRAIN,LOW,8.2,Possible leak or theft detected
EV_E0018_1752801540000000000,E0018,2025-07-18T06:49:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,17.3,Fuel usage unusually high vs baseline
EV_E0018_1751129700000000000,E0018,2025-06-28T22:25:00+05:30,ANOMALY,FUEL_SPIKE,LOW,25.0,Fuel usage unusually high vs baseline
EV_E0018_1747399980000000000,E0018,2025-05-16T18:23:00+05:30,ANOMALY,EXCESS_IDLE,LOW,3.5,Idle hours spike beyond threshold
EV_E0018_1746536460000000000,E0018,2025-05-06T18:31:00+05:30,ANOMALY,EXCESS_IDLE,HIGH,3.0,Idle hours spike beyond threshold
EV_E0018_1749470160000000000,E0018,2025-06-09T17:26:00+05:30,ANOMALY,EXCESS_IDLE,LOW,4.1,Idle hours spike beyond threshold
EV_E0086_1749724800000000000,E0086,2025-06-12T16:10:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0086_1751080380000000000,E0086,2025-06-28T08:43:00+05:30,FUEL,LOW_FUEL,,10.0,Low fuel threshold crossed
EV_E0086_1749190320000000000,E0086,2025-06-06T11:42:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0086_1746866880000000000,E0086,2025-05-10T14:18:00+05:30,MAINTENANCE,PREVENTIVE,,2947.74,Scheduled PM
EV_E0086_1748661540000000000,E0086,2025-05-31T08:49:00+05:30,ANOMALY,GPS_DRIFT,LOW,8.5,GPS drift beyond geofence
EV_E0086_1751808240000000000,E0086,2025-07-06T18:54:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,2.4,Idle hours spike beyond threshold
EV_E0086_1751268360000000000,E0086,2025-06-30T12:56:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,22.9,Fuel usage unusually high vs baseline
EV_E0086_1752749400000000000,E0086,2025-07-17T16:20:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,4.9,Idle hours spike beyond threshold
EV_E0080_1751765580000000000,E0080,2025-07-06T07:03:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0080_1746697680000000000,E0080,2025-05-08T15:18:00+05:30,FUEL,LOW_FUEL,,19.4,Low fuel threshold crossed
EV_E0080_1747370340000000000,E0080,2025-05-16T10:09:00+05:30,FUEL,REFUEL,,11.4,Auto-logged fuel transaction
EV_E0080_1748487420000000000,E0080,2025-05-29T08:27:00+05:30,MAINTENANCE,OIL_CHANGE,,2059.39,Reactive fix
EV_E0080_1746936060000000000,E0080,2025-05-11T09:31:00+05:30,ANOMALY,EXCESS_IDLE,HIGH,4.8,Idle hours spike beyond threshold
EV_E0080_1752772920000000000,E0080,2025-07-17T22:52:00+05:30,ANOMALY,RAPID_DRAIN,LOW,12.3,Possible leak or theft detected
EV_E0080_1750047720000000000,E0080,2025-06-16T09:52:00+05:30,ANOMALY,RAPID_DRAIN,HIGH,11.2,Possible leak or theft detected
EV_E0080_1748278500000000000,E0080,2025-05-26T22:25:00+05:30,ANOMALY,FUEL_SPIKE,LOW,20.3,Fuel usage unusually high vs baseline
EV_E0080_1753507740000000000,E0080,2025-07-26T10:59:00+05:30,ANOMALY,RAPID_DRAIN,MEDIUM,6.8,Possible leak or theft detected
EV_E0080_1752847620000000000,E0080,2025-07-18T19:37:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,40.8,Fuel usage unusually high vs baseline
EV_E0131_1752746340000000000,E0131,2025-07-17T15:29:00+05:30,FUEL,REFUEL,,5.8,Auto-logged fuel transaction
EV_E0131_1747056300000000000,E0131,2025-05-12T18:55:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0131_1748768940000000000,E0131,2025-06-01T14:39:00+05:30,FUEL,LOW_FUEL,,15.1,Low fuel threshold crossed
EV_E0131_1753783080000000000,E0131,2025-07-29T15:28:00+05:30,MAINTENANCE,OIL_CHANGE,,1267.46,Reactive fix
EV_E0131_1753852560000000000,E0131,2025-07-30T10:46:00+05:30,ANOMALY,GPS_DRIFT,LOW,8.3,GPS drift beyond geofence
EV_E0131_1747830960000000000,E0131,2025-05-21T18:06:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,27.3,Fuel usage unusually high vs baseline
EV_E0131_1753419000000000000,E0131,2025-07-25T10:20:00+05:30,ANOMALY,EXCESS_IDLE,LOW,3.7,Idle hours spike beyond threshold
EV_E0131_1748653740000000000,E0131,2025-05-31T06:39:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,6.1,Idle hours spike beyond threshold
EV_E0131_1751437260000000000,E0131,2025-07-02T11:51:00+05:30,ANOMALY,EXCESS_IDLE,HIGH,3.4,Idle hours spike beyond threshold
EV_E0125_1753009140000000000,E0125,2025-07-20T16:29:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0125_1746768900000000000,E0125,2025-05-09T11:05:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0125_1747653300000000000,E0125,2025-05-19T16:45:00+05:30,FUEL,REFUEL,,7.3,Auto-logged fuel transaction
EV_E0125_1749468720000000000,E0125,2025-06-09T17:02:00+05:30,MAINTENANCE,FILTER_REPLACE,,2459.76,Reactive fix
EV_E0125_1747481040000000000,E0125,2025-05-17T16:54:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,2.5,Idle hours spike beyond threshold
EV_E0125_1747815720000000000,E0125,2025-05-21T13:52:00+05:30,ANOMALY,FUEL_SPIKE,MEDIUM,11.1,Fuel usage unusually high vs baseline
EV_E0125_1750142820000000000,E0125,2025-06-17T12:17:00+05:30,ANOMALY,RAPID_DRAIN,LOW,14.6,Possible leak or theft detected
EV_E0125_1747192560000000000,E0125,2025-05-14T08:46:00+05:30,ANOMALY,RAPID_DRAIN,LOW,10.3,Possible leak or theft detected
EV_E0125_1749131640000000000,E0125,2025-06-05T19:24:00+05:30,ANOMALY,EXCESS_IDLE,HIGH,3.8,Idle hours spike beyond threshold
EV_E0066_1753251420000000000,E0066,2025-07-23T11:47:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0066_1747816740000000000,E0066,2025-05-21T14:09:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0066_1751897580000000000,E0066,2025-07-07T19:43:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0066_1750851720000000000,E0066,2025-06-25T17:12:00+05:30,MAINTENANCE,OIL_CHANGE,,3362.17,Reactive fix
EV_E0066_1747496340000000000,E0066,2025-05-17T21:09:00+05:30,ANOMALY,RAPID_DRAIN,LOW,8.6,Possible leak or theft detected
EV_E0066_1746579300000000000,E0066,2025-05-07T06:25:00+05:30,ANOMALY,EXCESS_IDLE,HIGH,4.2,Idle hours spike beyond threshold
EV_E0066_1750564560000000000,E0066,2025-06-22T09:26:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,3.1,Idle hours spike beyond threshold
EV_E0066_1749382620000000000,E0066,2025-06-08T17:07:00+05:30,ANOMALY,RAPID_DRAIN,LOW,6.7,Possible leak or theft detected
EV_E0066_1746444660000000000,E0066,2025-05-05T17:01:00+05:30,ANOMALY,FUEL_SPIKE,HIGH,31.5,Fuel usage unusually high vs baseline
EV_E0041_1750472640000000000,E0041,2025-06-21T07:54:00+05:30,FUEL,REFUEL,,7.8,Auto-logged fuel transaction
EV_E0041_1747308360000000000,E0041,2025-05-15T16:56:00+05:30,FUEL,REFUEL,,7.2,Auto-logged fuel transaction
EV_E0041_1748092140000000000,E0041,2025-05-24T18:39:00+05:30,FUEL,REFUEL,,5.0,Auto-logged fuel transaction
EV_E0041_1748328600000000000,E0041,2025-05-27T12:20:00+05:30,MAINTENANCE,FILTER_REPLACE,,3455.97,Reactive fix
EV_E0041_1748525760000000000,E0041,2025-05-29T19:06:00+05:30,ANOMALY,EXCESS_IDLE,LOW,3.3,Idle hours spike beyond threshold
EV_E0041_1752226260000000000,E0041,2025-07-11T15:01:00+05:30,ANOMALY,EXCESS_IDLE,LOW,4.9,Idle hours spike beyond threshold
EV_E0041_1749176640000000000,E0041,2025-06-06T07:54:00+05:30,ANOMALY,RAPID_DRAIN,LOW,8.8,Possible leak or theft detected
EV_E0041_1750728660000000000,E0041,2025-06-24T07:01:00+05:30,ANOMALY,GPS_DRIFT,HIGH,5.0,GPS drift beyond geofence
EV_E0041_1748167080000000000,E0041,2025-05-25T15:28:00+05:30,ANOMALY,EXCESS_IDLE,MEDIUM,2.7,Idle hours spike beyond threshold
EV_E0041_1746255960000000000,E0041,2025-05-03T12:36:00+05:30,ANOMALY,RAPID_DRAIN,LOW,14.4,Possible leak or theft detected
